20201206,OH,475024,25057,6000686,,posNeg,6475710,5072,29233,1215,4903,725,,321505
20201206,OK,216486,,2008829,7028,posNeg,2225315,1721,13119,472,,,,182942
20201206,OR,84496,3531,2005617,,posNeg,2090113,596,4859,127,,59,,5870
20201206,PA,420114,31678,2929036,,posNeg,3349150,5300,,1107,,587,,238660
20201206,PR,56671,1925,305972,,posNeg,362643,631,,107,,102,,47406
20201206,RI,62137,,482922,,totalTestEncountersViral,1608848,408,4843,45,,29,,3939
20201206,SC,232099,15721,2296092,,posNeg,2528191,1025,12380,243,,108,,119844
20201206,SD,85991,6456,254004,,totalTestsPeopleViral,339995,497,4835,111,,66,,68449
20201206,TN,400594,34261,4289928,,posNeg,4690522,2760,12593,690,,346,,360152
20201206,TX,1249323,,10111653,,posNeg,11360976,8681,,2592,,,,1030716
20201206,UT,215407,,1180321,,totalTestsViral,1922236,605,8822,213,1548,,558,153027
20201206,VA,255053,31674,3268822,479,totalTestEncountersViral,3492201,1969,15295,395,,187,,25235
20201206,VI,1633,,27660,98,posNeg,29293,,,,,,,1513
20201206,VT,5015,131,228865,,totalTestsViral,583802,25,,4,,,,2951
20201206,WI,441067,28890,2196722,95,totalTestEncountersViral,4623227,1660,18216,371,1880,,,348995
20201206,WV,54997,8671,1168366,,posNeg,1223363,616,,174,,77,,35082
20201206,WY,36317,4756,144576,,totalTestsViral,417627,212,852,,,,,29656
20201205,AK,34963,,1032268,,totalTestsViral,1067231,166,799,,,24,,7165
20201205,AL,267589,45785,1415357,,totalTestsPeopleViral,1637161,1867,26331,,2290,,1317,168387
20201205,AR,169382,22671,1601735,,totalTestsViral,1748446,1056,9380,359,,178,1038,148131
20201205,AZ,358900,12139,2003152,,totalTestsPeopleViral,2349913,2931,28006,701,,431,,55640
20201205,CO,257347,11014,1574219,,totalTestEncountersViral,3442114,1812,14844,,,,,13760
20201205,CT,127715,8131,3294383,,posNeg,3422098,1150,12257,,,,,9800
20201205,DC,22872,,704515,,totalTestEncountersViral,727387,193,,54,,22,,16596
20201205,DE,39096,1441,398514,,totalTestEncountersViral,769818,306,,36,,,,18605
20201205,GU,6977,132,79571,,posNeg,86548,38,,9,,6,,6056
20201205,HI,18738,315,295153,,totalTestEncountersViral,695177,57,1325,14,,17,,11958
20201205,IA,211891,,882611,,posNeg,1094502,960,,204,,117,,157026
20201205,ID,108366,17123,396217,,totalTestsPeopleViral,487460,477,4342,105,805,,,42671
20201205,IN,375019,,1917159,,totalTestsViral,4525760,3255,28016,961,5033,368,,222022
20201205,KS,168295,,676891,,posNeg,845186,1143,5417,283,1453,123,409,3615
20201205,KY,198065,34603,2568543,,totalTestsViral,2732005,1731,10678,401,2576,226,,30161
20201205,LA,247177,14698,3319357,,posNeg,3566534,1357,,,,154,,202891
20201205,MA,252017,9205,3230907,,totalTestsViral,8880813,1428,14397,283,,138,,169809
20201205,MD,212384,,2210796,,totalTestsViral,4637128,1598,21912,379,,,,8780
20201205,ME,13127,1487,900832,,posNeg,913959,164,760,45,,17,,9993
20201205,MI,426576,31540,6538482,,posNeg,6965058,4141,,855,,513,,197750
20201205,MN,345281,8228,2281378,,totalTestEncountersViral,4370635,1679,18059,367,3980,,,301081
20201205,MP,106,,17010,,posNeg,17116,,4,,,,,29
20201205,MS,163458,36707,982395,,posNeg,1145853,1157,7486,286,,165,,128746
20201205,MT,67069,,615514,,posNeg,682583,466,2815,84,,47,,49910
20201205,NC,388552,24854,5158062,,posNeg,5546614,2171,,508,,,,315979
20201205,ND,82504,,274014,,totalTestEncountersViral,1125121,298,2868,47,448,,,76476
20201205,NE,136325,,625554,,totalTestsViral,1435777,819,4506,,,,,68355
20201205,NH,24138,,413415,,totalTestsViral,854085,146,847,,282,,,19034
20201205,NJ,361986,,5918797,,posNeg,6280783,3264,42361,628,,384,,45562
20201205,NM,106856,,1528061,,posNeg,1634917,925,7267,,,,,36388
20201205,NY,696125,,19692737,,totalTestEncountersViral,20388862,4318,89995,825,,435,,87473
20201205,OH,467432,24973,5949233,,posNeg,6416665,4978,28959,1163,4870,702,,315453
20201205,OK,213245,,2008829,7028,posNeg,2222074,1721,13128,472,,,,180810
20201205,OR,83243,3531,2005617,,posNeg,2088860,596,4859,127,,59,,5870
20201205,PA,411484,31291,2911640,,posNeg,3323124,5272,,1066,,573,,238660
20201205,PR,55532,1899,305972,,posNeg,361504,640,,103,,104,,47406
20201205,RI,62137,,482922,,totalTestEncountersViral,1608848,408,4843,45,,29,,3939
20201205,SC,229235,15440,2274686,,posNeg,2503921,1029,12305,244,,110,,118984
20201205,SD,85304,6392,253065,,totalTestsPeopleViral,338369,512,4793,110,,61,,68011
20201205,TN,397522,33545,4277534,,posNeg,4675056,2715,12558,666,,333,,357347
20201205,TX,1240750,,10002003,,posNeg,11242753,8916,,2663,,,,1022297
20201205,UT,212844,,1173871,,totalTestsViral,1907788,611,8765,212,1544,,557,150405
20201205,VA,251173,30663,3215838,344,totalTestEncountersViral,3436348,1852,15255,407,,183,,25115
20201205,VI,1633,,27660,98,posNeg,29293,,,,,,,1513
20201205,VT,4894,129,226857,,totalTestsViral,578009,25,,4,,,,2899
20201205,WI,437918,28532,2188949,95,totalTestEncountersViral,4595523,1660,18126,371,1879,,,343481
20201205,WV,53572,8319,1161747,,posNeg,1215319,641,,177,,85,,34454
20201205,WY,35941,4691,144576,,totalTestsViral,417627,222,843,,,,,29533
20201204,AK,34041,,1016328,,totalTestsViral,1050369,151,794,,,23,,7165
20201204,AL,264199,45130,1407299,,totalTestsPeopleViral,1626368,1875,26331,,2274,,1312,168387
20201204,AR,167137,22227,1589776,,totalTestsViral,1734686,1041,9329,373,,191,1034,146496
20201204,AZ,352101,11634,1986277,,totalTestsPeopleViral,2326744,2899,27738,666,,412,,54980
20201204,CO,252222,10797,1574219,,totalTestEncountersViral,3397074,1883,14762,,,,,13500
20201204,CT,127715,8131,3294383,,posNeg,3422098,1150,12257,,,,,9800
20201204,DC,22480,,695762,,totalTestEncountersViral,718242,194,,51,,21,,16374
20201204,DE,38398,1412,396669,,totalTestEncountersViral,760804,288,,37,,,,18371
20201204,GU,6959,132,79571,,posNeg,86530,39,,8,,6,,6056
20201204,HI,18605,315,295153,,totalTestEncountersViral,686756,51,1315,14,,12,,11958
20201204,IA,210236,,879325,,posNeg,1089561,1000,,209,,128,,152331
20201204,ID,106455,16716,394453,,totalTestsPeopleViral,484192,466,4271,108,791,,,42274
20201204,IN,367329,,1904853,,totalTestsViral,4464492,3289,27672,955,4990,383,,219094
20201204,KS,168295,,676891,,posNeg,845186,1143,5417,283,1453,123,409,3615
20201204,KY,194193,34027,2539515,,totalTestsViral,2699681,1792,10560,409,2551,230,,30071
20201204,LA,247177,14698,3319357,,posNeg,3566534,1357,,,,154,,202891
20201204,MA,246398,8942,3207957,,totalTestsViral,8774697,1394,14397,278,,134,,169809
20201204,MD,209191,,2194096,,totalTestsViral,4583228,1594,21756,367,,,,8751
20201204,ME,12844,1454,900832,,posNeg,913676,164,751,45,,17,,9877
20201204,MI,420268,31236,6479892,,posNeg,6900160,4141,,855,,513,,165269
20201204,MN,338973,7834,2269217,,totalTestEncountersViral,4322340,1679,17828,367,3942,,,293151
20201204,MP,106,,17010,,posNeg,17116,,4,,,,,29
20201204,MS,161516,35651,982395,,posNeg,1143911,1188,7486,276,,156,,128746
20201204,MT,66436,,608826,,posNeg,675262,483,2810,81,,43,,49217
20201204,NC,382534,24067,5102753,,posNeg,5485287,2157,,505,,,,315979
20201204,ND,81949,,273247,,totalTestEncountersViral,1116803,324,2842,48,444,,,75653
20201204,NE,134710,,623122,,totalTestsViral,1421703,845,4479,,,,,67336
20201204,NH,23690,,410074,,totalTestsViral,845200,159,844,,281,,,18418
20201204,NJ,356662,,5825837,,posNeg,6182499,3315,42163,615,,386,,45139
20201204,NM,104935,,1515448,,posNeg,1620383,934,7184,,,,,35781
20201204,NY,685364,,19488097,,totalTestEncountersViral,20173461,4222,89995,795,,377,,86638
20201204,OH,456963,24639,5892479,,posNeg,6349442,5092,28673,1208,4847,714,,306950
20201204,OK,208875,,1982769,6353,posNeg,2191644,1687,12949,482,,,,177564
20201204,OR,81437,3531,2005617,,posNeg,2087054,596,4859,127,,59,,5870
20201204,PA,398600,29089,2893321,,posNeg,3291921,5230,,1065,,596,,231188
20201204,PR,54597,1813,305972,,posNeg,360569,651,,92,,108,,46476
20201204,RI,62137,,482922,,totalTestEncountersViral,1608848,408,4843,45,,29,,3939
20201204,SC,226013,15018,2248886,,posNeg,2474899,1047,12223,233,,104,,118168
20201204,SD,84398,6245,252114,,totalTestsPeopleViral,336512,516,4748,111,,64,,67409
20201204,TN,392608,32407,4258736,,posNeg,4651344,2751,12488,652,,325,,351553
20201204,TX,1228812,,9882224,,posNeg,11111036,9015,,2645,,,,1012700
20201204,UT,209170,,1165332,,totalTestsViral,1887656,603,8652,203,1528,,550,146320
20201204,VA,247380,29792,3169036,368,totalTestEncountersViral,3386624,1854,15116,413,,187,,24998
20201204,VI,1613,,27502,74,posNeg,29115,,,,,,,1502
20201204,VT,4763,126,225346,,totalTestsViral,572870,33,,3,,,,2818
20201204,WI,432207,27652,2180320,95,totalTestEncountersViral,4556566,1660,17943,371,1865,,,337653
20201204,WV,52172,8114,1136433,,posNeg,1188605,632,,169,,92,,33657
20201204,WY,35737,4690,144576,,totalTestsViral,412285,222,838,,,,,28468
20201203,AK,33291,,1007214,,totalTestsViral,1040505,157,783,,,24,,7165
20201203,AL,260359,44421,1400010,,totalTestsPeopleViral,1615948,1827,26062,,2259,,1302,168387
20201203,AR,164310,21588,1576679,,totalTestsViral,1719401,1072,9206,375,,190,1025,144624
20201203,AZ,346421,11173,1969836,,totalTestsPeopleViral,2305084,2743,27456,642,,386,,54342
20201203,CO,247209,10688,1560856,,totalTestEncountersViral,3343095,1956,14579,,,,,13233
20201203,CT,126177,7986,3267936,,posNeg,3394113,1191,12257,,,,,9800
20201203,DC,22164,,687827,,totalTestEncountersViral,709991,185,,49,,17,,16268
20201203,DE,37456,1405,394304,,totalTestEncountersViral,756629,277,,33,,,,18066
20201203,GU,6942,140,79016,,posNeg,85958,39,,9,,7,,6030
20201203,HI,18484,298,295153,,totalTestEncountersViral,683735,57,1304,20,,15,,11958
20201203,IA,207969,,875516,,posNeg,1083485,1124,,224,,131,,147169
20201203,ID,104734,16309,392275,,totalTestsPeopleViral,480700,466,4200,108,780,,,41838
20201203,IN,359430,,1893434,,totalTestsViral,4402956,3362,27236,987,4931,399,,213673
20201203,KS,162061,,669121,,posNeg,831182,854,5290,227,1390,92,409,3512
20201203,KY,190601,33282,2530843,,totalTestsViral,2688162,1810,10311,415,2503,240,,28755
20201203,LA,244078,14049,3297823,,posNeg,3541901,1325,,,,142,,202891
20201203,MA,240907,8643,3186939,,totalTestsViral,8677996,1324,14397,261,,137,,169809
20201203,MD,205399,,2177942,,totalTestsViral,4527316,1573,21558,364,,,,8675
20201203,ME,12554,1403,889282,,posNeg,901836,138,740,46,,15,,9733
20201203,MI,410843,30500,6420956,,posNeg,6831799,4175,,840,,502,,165269
20201203,MN,333626,7562,2250748,,totalTestEncountersViral,4266980,1770,17623,376,3911,,,290019
20201203,MP,106,,17010,,posNeg,17116,,4,,,,,29
20201203,MS,159036,34343,982395,,posNeg,1141431,1160,7486,277,,137,,128746
20201203,MT,65122,,603959,,posNeg,669081,474,2762,87,,31,,48360
20201203,NC,377231,23265,5055468,,posNeg,5432699,2101,,500,,,,315979
20201203,ND,81105,,272578,,totalTestEncountersViral,1106508,306,2813,45,440,,,74667
20201203,NE,132530,,620451,,totalTestsViral,1406323,853,4425,,,,,65740
20201203,NH,22925,,408102,,totalTestsViral,838700,156,844,,279,,,18039
20201203,NJ,350999,,5825837,,posNeg,6176836,3292,41987,610,,366,,44777
20201203,NM,102862,,1502052,,posNeg,1604914,947,7078,,,,,35179
20201203,NY,674093,,19291071,,totalTestEncountersViral,19965164,4063,89995,783,,373,,86201
20201203,OH,446849,24001,5823939,,posNeg,6270788,5142,28281,1204,4814,708,,298332
20201203,OK,204048,,1957441,8714,posNeg,2161489,1734,12773,474,,,,174169
20201203,OR,79263,3531,1964061,,posNeg,2043324,629,4803,122,,52,,5870
20201203,PA,386837,28212,2872557,,posNeg,3259394,5071,,1065,,588,,228233
20201203,PR,54105,1756,305972,,posNeg,360077,628,,98,,106,,45565
20201203,RI,60722,,480754,,totalTestEncountersViral,1594007,409,4789,45,,31,,3892
20201203,SC,223063,14628,2226037,,posNeg,2449100,1046,12126,261,,111,,117338
20201203,SD,83348,6087,251349,,totalTestsPeopleViral,334697,538,4696,109,,63,,66841
20201203,TN,388252,31704,4237409,,posNeg,4625661,2701,12410,653,,310,,347412
20201203,TX,1215113,,9802334,,posNeg,11017447,9151,,2623,,,,1003141
20201203,UT,206165,,1155726,,totalTestsViral,1866057,609,8548,209,1517,,544,142939
20201203,VA,244503,28735,3145233,386,totalTestEncountersViral,3361001,1853,15014,411,,186,,24782
20201203,VI,1589,,27420,81,posNeg,29009,,,,,,,1499
20201203,VT,4690,124,223078,,totalTestsViral,567067,36,,3,,,,2726
20201203,WI,426534,26826,2169970,154,totalTestEncountersViral,4517462,1754,17741,376,1853,,,331425
20201203,WV,51025,7928,1120577,,posNeg,1171602,625,,169,,89,,32808
20201203,WY,35078,4560,143277,,totalTestsViral,412285,234,823,,,,,28113
20201202,AK,32531,,992112,,totalTestsViral,1024643,164,768,,,23,,7165
20201202,AL,256828,43656,1390351,,totalTestsPeopleViral,1603523,1801,25821,,2252,,1298,168387
20201202,AR,161521,20816,1562561,,totalTestsViral,1703266,1088,9110,393,,186,1002,142600
20201202,AZ,340979,10662,1957887,,totalTestsPeopleViral,2288204,2699,26312,642,,386,,53694
20201202,CO,241172,10467,1548678,,totalTestEncountersViral,3288900,1995,14363,,,,,12996
20201202,CT,121426,7958,3206014,,posNeg,3327440,1202,12257,,,,,9800
20201202,DC,21842,,679643,,totalTestEncountersViral,701485,165,,41,,18,,16070
20201202,DE,36698,1398,391835,,totalTestEncountersViral,748039,273,,34,,,,17907
20201202,GU,6920,138,78566,,posNeg,85486,38,,10,,7,,6005
20201202,HI,18342,298,295153,,totalTestEncountersViral,677445,54,1291,19,,15,,11958
20201202,IA,205773,,872256,,posNeg,1078029,1162,,226,,131,,142246
20201202,ID,103305,15886,389829,,totalTestsPeopleViral,477248,446,4135,110,769,,,41354
20201202,IN,350970,,1881132,,totalTestsViral,4342486,3441,26854,1001,4867,407,,208176
20201202,KS,162061,,669121,,posNeg,831182,1196,5290,298,1390,125,409,3512
20201202,KY,186765,32505,2465549,,totalTestsViral,2619809,1768,10190,427,2482,234,,28486
20201202,LA,241335,13555,3277164,,posNeg,3518499,1288,,,,134,,202891
20201202,MA,234232,8445,3161191,,totalTestsViral,8566262,1259,14139,264,,126,,155473
20201202,MD,203355,,2168003,,totalTestsViral,4496011,1578,21395,359,,,,8648
20201202,ME,12208,1338,880133,,posNeg,892341,138,725,46,,15,,9564
20201202,MI,402886,29689,6359136,,posNeg,6762022,4266,,837,,509,,165269
20201202,MN,327477,7176,2236442,,totalTestEncountersViral,4218617,1704,17378,354,3873,,,286219
20201202,MP,106,,17010,,posNeg,17116,,4,,,,,29
20201202,MS,156868,33122,982395,,posNeg,1139263,1135,7486,264,,138,,128746
20201202,MT,64340,,599241,,posNeg,663581,478,2733,90,,45,,47533
20201202,NC,371594,22314,5006410,,posNeg,5378004,2039,,508,,,,315979
20201202,ND,80135,,271517,,totalTestEncountersViral,1096339,316,2791,38,435,,,73933
20201202,NE,130194,,618172,,totalTestsViral,1386201,869,4380,,,,,64975
20201202,NH,22332,,405484,,totalTestsViral,831649,162,842,,279,,,17101
20201202,NJ,346206,,5787381,,posNeg,6133587,3287,41745,599,,354,,44380
20201202,NM,100963,,1491259,,posNeg,1592222,940,7019,,,,,34411
20201202,NY,664238,,19097486,,totalTestEncountersViral,19761724,3924,89995,742,,373,,86201
20201202,OH,437928,23713,5779816,,posNeg,6217744,5208,27885,1222,4781,714,,289768
20201202,OK,202341,,1940738,8035,posNeg,2143079,1782,12578,475,,,,170905
20201202,OR,78160,3531,1943782,,posNeg,2021942,620,4745,113,,56,,5870
20201202,PA,375431,27388,2852624,,posNeg,3228055,4982,,1048,,565,,225258
20201202,PR,53708,1699,305972,,posNeg,359680,638,,99,,88,,44947
20201202,RI,59005,,477901,,totalTestEncountersViral,1574531,408,4732,45,,28,,3839
20201202,SC,220835,14182,2212066,,posNeg,2432901,911,12023,250,,118,,116292
20201202,SD,82203,5765,250337,,totalTestsPeopleViral,332540,531,4626,107,,63,,66351
20201202,TN,384285,31114,4221104,,posNeg,4605389,2744,12310,664,,323,,342115
20201202,TX,1200674,,9731872,,posNeg,10932546,9109,,2544,,,,993151
20201202,UT,202220,,1149122,,totalTestsViral,1848316,584,8423,202,1506,,543,138995
20201202,VA,242480,28094,3136510,388,totalTestEncountersViral,3350896,1860,14883,427,,188,,24620
20201202,VI,1563,,27247,86,posNeg,28810,,,,,,,1497
20201202,VT,4466,120,221464,,totalTestsViral,559575,33,,4,,,,2655
20201202,WI,420930,25840,2162616,158,totalTestEncountersViral,4479199,1780,17569,397,1835,,,325587
20201202,WV,49905,7636,1109776,,posNeg,1159681,622,,164,,88,,32002
20201202,WY,34507,4541,141466,,totalTestsViral,408325,234,809,,,,,26568
20201201,AK,31834,,986794,,totalTestsViral,1018628,155,749,,,21,,7165
20201201,AL,252900,42863,1383805,,totalTestsPeopleViral,1593842,1785,25610,,2242,,1291,161946
20201201,AR,159309,20111,1552255,,totalTestsViral,1691453,1074,9021,403,,195,994,140682
20201201,AZ,337139,10301,1945076,,totalTestsPeopleViral,2271914,2594,26072,597,,369,,53026
20201201,CO,237310,10356,1541144,,totalTestEncountersViral,3255541,1977,14116,,,,,12779
20201201,CT,118754,7729,3167456,,posNeg,3286210,1152,12257,,,,,9800
20201201,DC,21685,,675724,,totalTestEncountersViral,697409,160,,43,,18,,15914
20201201,DE,36343,1380,390907,,totalTestEncountersViral,744188,246,,33,,,,17713
20201201,GU,6889,132,78149,,posNeg,85038,46,,10,,4,,5846
20201201,HI,18266,298,295153,,totalTestEncountersViral,673164,56,1288,24,,7,,11958
20201201,IA,203398,,869594,,posNeg,1072992,1172,,235,,144,,137431
20201201,ID,101698,15427,388405,,totalTestsPeopleViral,474676,446,4049,110,756,,,40929
20201201,IN,344373,,1872885,,totalTestsViral,4295987,3460,26424,990,4794,386,,203214
20201201,KS,157446,,665438,,posNeg,822884,854,5105,227,1353,92,395,3403
20201201,KY,183168,31640,2456724,,totalTestsViral,2608252,1777,10190,441,2482,241,,28486
20201201,LA,237740,13330,3216711,,posNeg,3454451,1280,,,,128,,192488
20201201,MA,229205,8031,3142496,,totalTestsViral,8460417,1191,14139,239,,130,,155473
20201201,MD,201135,,2156576,,totalTestsViral,4460445,1583,21206,350,,,,8613
20201201,ME,11976,1301,869733,,posNeg,881709,139,709,48,,22,,9364
20201201,MI,395453,29211,6321136,,posNeg,6716589,4310,,874,,526,,165269
20201201,MN,322312,6924,2223615,,totalTestEncountersViral,4179928,1840,17111,394,3826,,,279540
20201201,MP,106,,17010,,posNeg,17116,,4,,,,,29
20201201,MS,154411,31647,982395,,posNeg,1136806,1158,7486,250,,142,,128746
20201201,MT,63205,,597690,,posNeg,660895,495,2680,88,,46,,46350
20201201,NC,367395,21489,4976642,,posNeg,5344037,2033,,485,,,,315979
20201201,ND,79655,,271183,,totalTestEncountersViral,1091144,320,2751,35,430,,,73015
20201201,NE,128407,,616317,,totalTestsViral,1370335,907,4316,,,,,64485
20201201,NH,21766,,402323,,totalTestsViral,825100,160,841,,279,,,16216
20201201,NJ,341910,,5749192,,posNeg,6091102,3129,41305,601,,359,,44013
20201201,NM,99419,,1480340,,posNeg,1579759,909,6898,,,,,33458
20201201,NY,655265,,18912908,,totalTestEncountersViral,19568173,3774,89995,718,,348,,85808
20201201,OH,430093,23313,5752838,,posNeg,6182931,5226,27449,1233,4729,693,,280716
20201201,OK,199482,,1923468,2557,posNeg,2122950,1718,12293,461,,,,167406
20201201,OR,76654,3486,1925676,,posNeg,2002330,625,4649,120,,56,,5870
20201201,PA,367140,26492,2836445,,posNeg,3203585,4744,,967,,524,,220284
20201201,PR,53320,1673,305972,,posNeg,359292,638,,101,,85,,43987
20201201,RI,57906,,475807,,totalTestEncountersViral,1561914,410,4670,41,,23,,3777
20201201,SC,218912,13908,2198114,,posNeg,2417026,980,11910,201,,84,,115152
20201201,SD,80912,5521,249621,,totalTestsPeopleViral,330533,547,4572,106,,59,,65876
20201201,TN,380186,30643,4202047,,posNeg,4582233,2632,12209,646,,317,,336131
20201201,TX,1184250,,9685952,,posNeg,10870202,9047,,2583,,,,976517
20201201,UT,198216,,1144247,,totalTestsViral,1835594,587,8279,205,1498,,543,136709
20201201,VA,240063,27147,3128510,335,totalTestEncountersViral,3341426,1757,14725,398,,173,,24393
20201201,VI,1550,,27028,80,posNeg,28578,,,,,,,1493
20201201,VT,4365,117,220785,,totalTestsViral,555633,32,,2,,,,2564
20201201,WI,416365,25052,2156410,131,totalTestEncountersViral,4453101,1827,17372,415,1824,,,319426
20201201,WV,48818,7257,1100209,,posNeg,1149027,595,,166,,81,,31139
20201201,WY,33805,4416,141466,,totalTestsViral,419587,239,793,,,,,26003
20201130,AK,31323,,980073,,totalTestsViral,1011396,162,725,,,27,,7165
20201130,AL,249524,41501,1376324,,totalTestsPeopleViral,1584347,1717,25338,,2237,,1288,161946
20201130,AR,157359,19303,1545401,,totalTestsViral,1683457,1063,8937,407,,211,989,138696
20201130,AZ,326817,10077,1936949,,totalTestsPeopleViral,2253689,2513,25786,579,,352,,52438
20201130,CO,232905,10202,1531344,,totalTestEncountersViral,3218851,1940,13488,,,,,12538
20201130,CT,117295,7804,3144159,,posNeg,3261454,1098,12257,,,,,9800
20201130,DC,21552,,673704,,totalTestEncountersViral,695256,158,,43,,17,,15746
20201130,DE,35654,1378,388688,,totalTestEncountersViral,740434,243,,33,,,,17463
20201130,GU,6852,130,77567,,posNeg,84419,47,,9,,3,,5817
20201130,HI,18223,298,295153,,totalTestEncountersViral,669762,60,1287,17,,14,,11958
20201130,IA,202410,,868406,,posNeg,1070816,1162,,224,,147,,132271
20201130,ID,100484,15053,387606,,totalTestsPeopleViral,473037,470,3978,92,749,,,40461
20201130,IN,338977,,1865604,,totalTestsViral,4259964,3401,26018,968,4722,389,,197078
20201130,KS,157446,,665438,,posNeg,822884,854,5105,227,1353,92,395,3403
20201130,KY,179041,30617,2434696,,totalTestsViral,2583120,1741,10054,421,2462,229,,28281
20201130,LA,232414,11993,3171305,,posNeg,3403719,1241,,,,125,,192488
20201130,MA,226132,7803,3127214,,totalTestsViral,8400584,1174,14139,244,,126,,155473
20201130,MD,198370,,2146539,,totalTestsViral,4429749,1527,21051,344,,,,8608
20201130,ME,11757,1270,864042,,posNeg,875799,139,699,48,,22,,9098
20201130,MI,388942,28493,6288394,,posNeg,6677336,4326,,851,,531,,165269
20201130,MN,318763,6670,2217580,,totalTestEncountersViral,4156622,1840,16791,392,3779,,,272608
20201130,MP,106,,16747,,posNeg,16853,,4,,,,,29
20201130,MS,153270,31033,982395,,posNeg,1135665,1115,7486,238,,135,,128746
20201130,MT,62198,,593823,,posNeg,656021,477,2622,84,,46,,45486
20201130,NC,364512,20994,4951772,,posNeg,5316284,1966,,457,,,,315979
20201130,ND,79252,,270965,,totalTestEncountersViral,1088089,333,2708,38,425,,,71848
20201130,NE,126466,,613901,,totalTestsViral,1354171,896,4277,,,,,63562
20201130,NH,20994,,400267,,totalTestsViral,817159,160,839,,279,,,15323
20201130,NJ,337304,,5749192,,posNeg,6086496,2961,41213,575,,332,,43771
20201130,NM,97095,,1461196,,posNeg,1558291,876,6782,,,,,32569
20201130,NY,647980,,18773518,,totalTestEncountersViral,19421498,3532,89995,681,,325,,85556
20201130,OH,421063,22692,5707534,,posNeg,6128597,5060,26864,1180,4682,682,,271326
20201130,OK,197745,,1873468,8776,posNeg,2071213,1653,12258,432,,,,163727
20201130,OR,75431,3317,968686,,posNeg,1044117,584,4343,117,,50,,5870
20201130,PA,361464,25553,2828049,,posNeg,3189513,4631,,970,,499,,216878
20201130,PR,52545,1557,305972,,posNeg,358517,622,,99,,84,,43123
20201130,RI,56723,,473161,,totalTestEncountersViral,1550160,365,4582,40,,19,,3737
20201130,SC,217487,13828,2181976,,posNeg,2399463,925,11877,237,,112,,114457
20201130,SD,80464,5491,248388,,totalTestsPeopleViral,328852,546,4502,100,,57,,62334
20201130,TN,374493,29781,4170943,,posNeg,4545436,2534,12096,640,,309,,328710
20201130,TX,1168111,,9593648,,posNeg,10761759,8900,,2536,,,,962639
20201130,UT,195706,,1139688,,totalTestsViral,1824046,573,8135,205,1476,,533,134296
20201130,VA,237835,26581,3115073,327,totalTestEncountersViral,3326327,1658,14619,376,,162,,24199
20201130,VI,1544,,26783,71,posNeg,28327,,,,,,,1466
20201130,VT,4296,111,219589,,totalTestsViral,552954,25,,5,,,,2523
20201130,WI,411730,24495,2149996,143,totalTestEncountersViral,4426030,1845,17095,395,1808,,,315086
